zi	stroke_count	stroke_count_decomposed	mandarin_pinyin	cantonese_pinyin	english	radical	radical_stroke_count	radical_pinyin	radical_english	variant	fc_code	cj_code	leaf_component	zis_with_this_component
踯	15画	足 + 8	zhí	zaak6	waver, hesitate, be irresolute 	足	7	zú	foot	躑	6712	XRMTK	口/龰/丷/一/大/阝	
踺	15画	足 + 8	jiàn	gin6		足	7	zú	foot		6514	RMNKQ	口/龰/廴/肀/二	
踫	15画	足 + 9	pèng	pung3	collide, bump into 	足	7	zú	foot		6811.7	RMTTC	口/龰/丷/亚	
踰	16画	足 + 9	yú	jyu4	exceed, transgress; cross over 	足	7	zú	foot		6812.1	RMOMN	口/龰/人/一/舟巜	
踱	16画	足 + 9	duò, duó, chuò	dok6	stroll, pace, walk slowly 	足	7	zú	foot		6014.7	RMITE	口/龰/广廿/又	
踲	16画	足 + 9	dùn			足	7	zú	foot			RMHJU	口/龰/⺁/十/目	
踳	16画	足 + 9	chǔn	ceon2, cyun2		足	7	zú	foot		6516.2	RMQKA	口/龰/𡗗/日	
踴	16画	足 + 9	yǒng	jung2	leap, jump 	足	7	zú	foot	踊	6712.7	RMNBS	口/龰/龴/月/丨/力	
踵	16画	足 + 9	zhǒng, zhòng	dung2, zung2	heel; follow; visit, call on 	足	7	zú	foot		6211.4	RMHJG	口/龰/丿/十/田/土	
踶	16画	足 + 9	dì, chí, tí, zhì	dai6, tai4	paw 	足	7	zú	foot		6618.1	RMAMO	口/龰/日/𤴓	
踷	15画	足 + 9	zhě			足	7	zú	foot			RMJKA	口/龰/土/丿/日	
踸	16画	足 + 9	chěn	cam2		足	7	zú	foot		6411.1	RMTMV	口/龰/甘/匚/儿	
踹	16画	足 + 9	chuài, shuàn, duàn	caai2, cyun2, jaai2	trample, tread on, kick; to crush 	足	7	zú	foot		6212.7	RMUMB	口/龰/山/而	
踻	15画	足 + 9	guā			足	7	zú	foot			RMBBR	口/龰/冎/口	
踼	16画	足 + 9	táng	dong6, tong4	to fall flat; to fall on the face 	足	7	zú	foot		6612.7	RMAMH	口/龰/日/一/勿	
踽	16画	足 + 9	jǔ	geoi2	to walk alone; self-reliant 	足	7	zú	foot		6212.7	RMHLB	口/龰/丿/虫/⺆	
踾	16画	足 + 9	fú			足	7	zú	foot		6116.6	RMMRW	口/龰/一/口/田	
踿	16画	足 + 9	zú			足	7	zú	foot		6918.0	RMHDF	口/龰/丿/木/火	
蹀	16画	足 + 9	dié	dip6	to skip, to dance; to put the foot down 	足	7	zú	foot		6419.4	RMPTD	口/龰/世/木	
蹁	16画	足 + 9	pián	pin4	to walk with a limp 	足	7	zú	foot		6712.7	RMHSB	口/龰/一/尸/𠕁	
蹂	16画	足 + 9	róu	jau4	trample under foot, tread on 	足	7	zú	foot		6719.4	RMNHD	口/龰/矛/木	
蹃	15画	足 + 9	nuò			足	7	zú	foot			RMTKR	口/龰/艹/丿/一/口	
蹄	16画	足 + 9	tí, dì	tai4	hoof; leg of pork; little witch 	足	7	zú	foot		6012.7	RMYBB	口/龰/亠/八/冂/丨	
蹅	16画	足 + 9	chǎ	caa1, zaa1	to tread on, walk through 	足	7	zú	foot		6411.6	RMDAM	口/龰/木/日/一	
蹆	16画	足 + 10	tuǐ	tan3	(Cant.) to move in a straight line 	足	7	zú	foot			RMYAV	口/龰/辶/艮	
蹇	17画	足 + 10	jiǎn, qiān	gin2	lame, crippled; unlucky 	足	7	zú	foot		3080.1	JTCO		鑳,攓,瀽
蹈	17画	足 + 10	dǎo, dào	dou6, tou1	stamp feet; dance 	足	7	zú	foot		6217.7	RMBHX	口/龰/爫/臼	
蹉	16画	足 + 10	cuō, chuài	co1	error, mistake, slip; failure 	足	7	zú	foot		6811.1	RMTQM	口/龰/羊/工	
蹊	17画	足 + 10	xī, qī, xí	hai4	footpath, trail; track 	足	7	zú	foot		6213.4	RMBVK	口/龰/爪/幺/大	
蹋	17画	足 + 10	tà	daap6	step on, tread on; stumble, slip 	足	7	zú	foot		6612.7	RMASM	口/龰/习/习/冂/二	
蹌	17画	足 + 10	qiāng, qiàng	coeng1	walk rapidly 	足	7	zú	foot	跄	6816.7	RMOIR	口/龰/人/丶/艮/囗	
蹍	17画	足 + 10	zhǎn, niǎn	nin5, zin2	upper millstone; to grind, roll, triturate 	足	7	zú	foot		6713.2	RMSTV	口/龰/尸	
蹎	17画	足 + 10	diān	din1		足	7	zú	foot		6418.1	RMJBC	口/龰/十/目/八/一	
蹏	17画	足 + 10	tí, dì	tai4	hoof; leg of pork; little witch a horse 	足	7	zú	foot			RMHYU	口/龰/⺁/虍/儿	
蹐	17画	足 + 10	jí	zik3	take short steps 	足	7	zú	foot		6112.7	RMFCB	口/龰/兆/月	
蹑	17画	足 + 10	niè	nip6	tread, step on; follow, track 	足	7	zú	foot	躡	6114	XRMSJ	口/龰/耳/又/又	
蹒	17画	足 + 10	mán, pán	mun4	to jump over; to limp 	足	7	zú	foot	蹣	6412	RMTMB		
蹓	17画	足 + 10	liū, liù	lau4, lau6	stroll, take walk 	足	7	zú	foot		6716.0	RMHHW	口/龰/𠂎/卩/田	
蹔	18画	足 + 11	zhàn, zàn	zaam6	temporary; fleeting; ephemeral 	足	7	zú	foot	𫏐	5280.1	JLRYO	車/斤/口/龰	
蹕	17画	足 + 11	bì	bat1	clear way, make room for; clear street when emperor tours 	足	7	zú	foot	跸	6615.0	RMWTJ	口/龰/畢	
蹖	18画	足 + 11	chōng			足	7	zú	foot		6517.7	RMQKX	口/龰/𡗗/臼	
蹗	18画	足 + 11	lù			足	7	zú	foot		6011.1	RMIXP	口/龰/鹿	
蹘	18画	足 + 11	liáo	liu1, mau1	(Cant.) to roost 	足	7	zú	foot			RMSMH	口/龰/习/习/人/彡	
蹙	18画	足 + 11	cù	cuk1	urgent, suddenly; grieve, lament 	足	7	zú	foot		5380.1	IFRYO	丿/弋/丿/上/小/口/龰	
蹚	18画	足 + 11	tāng	tong2, tong4	tread through mud and water 	足	7	zú	foot		6911.4	RMFBG	口/龰/小/冂/囗/土	
蹛	18画	足 + 11	dài, zhì	daai3, zai6		足	7	zú	foot	𰸚	6412.7	RMKPB	口/龰/卌/冂/丨	
蹜	18画	足 + 11	suō, sù	suk1	walk carefully 	足	7	zú	foot		6316.1	RMJOA	口/龰/宀/亻/一/日/丶	
蹝	18画	足 + 11	xǐ	saai2	sandal 	足	7	zú	foot		6118.1	RMHOO	口/龰/彳/止/止	
蹞	18画	足 + 11	kuǐ	kwai2		足	7	zú	foot		6118.6	RMPMC	口/龰/匕/一/丿/目/八	
蹟	18画	足 + 11	jī, jì	zik1	trace, tracks; footprints 	足	7	zú	foot		6518.6	RMQMC	口/龰/龶/目/八	
蹠	18画	足 + 11	zhí	zik3	step on, tread on; sole 	足	7	zú	foot		6013.7	RMITF	口/龰/广/廿/火	
蹡	18画	足 + 11	qiāng, qiàng	coeng1	to limp; walking; in motion 	足	7	zú	foot	𬧀	6214.3	RMVMI	口/龰/爿/月寸	
蹢	18画	足 + 11	dí, zhí	dik1, zaak6	hoof; a falter; to hesitate 	足	7	zú	foot		6012.7	RMYCB	口/龰/亠/八/冂古	
蹣	18画	足 + 11	pán, mán, liǎng	mun4, pun4	to jump over; to limp 	足	7	zú	foot	蹒	6412.7	RMTLB	口/龰/艹/一/冂/丨/入/入	
蹤	18画	足 + 11	zōng	zung1	footprints, traces, tracks 	足	7	zú	foot	踪	6818.1	RMHOO	口/龰/彳/从止	
蹥	17画	足 + 11	lián			足	7	zú	foot	𰸔	6513.0	RMYJJ	口/龰/辶/車	
蹦	18画	足 + 11	bèng	baang6	hop, leap, jump; bright 	足	7	zú	foot		6212.7	RMUBB	口/龰/山/月/月	
蹧	18画	足 + 11	zāo	zou1	to spoil; to ruin 	足	7	zú	foot		6416.6	RMTWA	口/龰/一曲/曰	
蹮	19画	足 + 11	xiān	sin1	to whirl, pirouette 	足	7	zú	foot			RMMWU	口/龰/覀/大/巳	
躀	18画	足 + 11	kuàng	gwaan3, kwaang3, kwong3	(Cant.) to stumble over, to fall 	足	7	zú	foot	𬦻		RMWJC	口/龰/毌/目/八	
蹨	19画	足 + 12	niǎn	nim3	(Cant.) to stand on tiptoe 	足	7	zú	foot			RMBKF	口/龰/月/大/丶/灬	
蹩	18画	足 + 12	bié	bit6, pit3	to limp 	足	7	zú	foot		9730.1	FKRYO	㡀/攵/口/龰	
蹪	19画	足 + 12	tuí			足	7	zú	foot	𰸞	6518.6	RMLMC	口/龰/口/丨/一/目/八	
蹫	19画	足 + 12	jú			足	7	zú	foot			RMNHB	口/龰/矛/冂/八/口	
蹬	19画	足 + 12	dèng, dēng	dang1, dang6	step on, tread on; lose energy 	足	7	zú	foot		6211.8	RMNOT	口/龰/癶/豆	
蹭	19画	足 + 12	cèng, céng	sang3	to shuffle, procrastinate, dilly-dally 	足	7	zú	foot		6816.6	RMCWA	口/龰/八田/曰	
蹯	19画	足 + 12	fán, fān	faan4	an animal's paws 	足	7	zú	foot		6216.9	RMHDW	口/龰/丿/木/丷/田	
蹰	19画	足 + 12	chú	cyu4	hesitate, waver, falter 	足	7	zú	foot	躕	6114	RMMMI	口/龰/厂/豆寸	
蹱	19画	足 + 12	zhōng	zung1	to stagger along; to fall 	足	7	zú	foot			RMYTG	口/龰/立/田/土	
蹲	19画	足 + 12	dūn, dún, cún, zūn, cǔn, cuán	cyun4, deon1	squat, crouch; idle about 	足	7	zú	foot		6814.6	RMTWI	口/龰/丷/一/儿/口/一/寸	
蹳	19画	足 + 12	bō	but3, but6		足	7	zú	foot	𫏆	6214.7	RMNOE	口/龰/癶/弓殳	
蹴	19画	足 + 12	cù, zú	cuk1	kick; tread on; leap; solemn 	足	7	zú	foot		6311.4	RMYFU	口/龰/亠口/小/尤	
蹵	19画	足 + 12	zú, cù	cuk1	to tread on; to kick 	足	7	zú	foot			YURYO	亠口/小/尤/口/龰	
蹶	19画	足 + 12	jué, juě, guì	gwai3, kyut3	stumble, fall down; trample 	足	7	zú	foot		6118.2	RMMTO	口/龰/厂/䒑/屮/欠	
蹷	19画	足 + 12	jué	kyut3	to kick back; to stumble, slip, fall 	足	7	zú	foot			MORYO	厂/䒑/屮/欠/口/龰	
蹸	19画	足 + 12	lìn	leon6		足	7	zú	foot		6915.9	RMFDQ	口/龰/木/丷/夕/丨/二	
蹹	19画	足 + 12	tà		to tread on; to stamp; to walk 	足	7	zú	foot			RMORM	口/龰/人/一/口/习/习	
蹺	19画	足 + 12	qiāo, qiào	hiu1	raise one's foot 	足	7	zú	foot	跷	6411.1	RMGGU	口/龰/土垚→/土/垚→/一/儿	
蹻	19画	足 + 12	qiāo, jué	giu2, hiu1	to raise the feet; to cross the legs; brave; sandals 	足	7	zú	foot	𫏋	6212.7	RMHKB	口/龰/丿/大/口/冂/囗	
蹼	19画	足 + 12	pú, pǔ	buk6	webbed feet of waterfowl 	足	7	zú	foot		6213.4	RMTCO	口/龰/业/羊/儿	
蹽	19画	足 + 12	liāo			足	7	zú	foot			RMKCF	口/龰/大/丷/日/小	
蹾	19画	足 + 12	dūn	dan1	to squat; to crouch 	足	7	zú	foot			RMYDK	口/龰/亠口/子/攵	
蹿	19画	足 + 12	cuān	cyun1	leap; to jump; to spurt out 	足	7	zú	foot	躥	6315	RMJCL	口/龰/宀/八/口/口/丨	
躁	20画	足 + 13	zào	cou3	tense, excited, irritable 	足	7	zú	foot		6619.4	RMRRD	口/龰/口品→/口/品→/木	
躂	19画	足 + 13	tà, da	daat3, taat3	stumble, slip 	足	7	zú	foot	跶	6413.5	RMYGQ	口/龰/辶/土/羊	
躃	20画	足 + 13	bì			足	7	zú	foot			RMSRJ	口/龰/𡰪/立/十	
躄	20画	足 + 13	bì	bik1, pik1	cripple, lame 	足	7	zú	foot		7080.1	SJRYO	𡰪/立/十/口/龰	
躅	20画	足 + 13	zhú, zhuó	zuk6	walk carefully; hesitate, falter 	足	7	zú	foot		6612.7	RMWLI	口/龰/罒/勹/虫	
躆	20画	足 + 13	jù	geoi3		足	7	zú	foot		6113.2	RMYPO	口/龰/虍/豕	
躇	18画	足 + 13	chú, chuò	cyu4	hesitate, falter, be undecided 	足	7	zú	foot		6416.4	RMTJA	口/龰/艹/土/丿/日	
躈	20画	足 + 13	qiào	kiu3		足	7	zú	foot		6814.0	RMHSK	口/龰/白方/攵	
躉	19画	足 + 13	dǔn	dan2	sell or buy wholesale; store 	足	7	zú	foot	趸	4480.1	TWBO	艹/田/禸/口/龰	
躊	21画	足 + 14	chóu	cau4	hesitate, falter; smug, self-satisfied 	足	7	zú	foot	踌	6414.1	RMGNI	口/龰/士乙工/口/寸	
躋	21画	足 + 14	jī	zai1	ascend, go up, rise 	足	7	zú	foot	跻	6012.3	RMYX	口/龰/齊	
躌	21画	足 + 14	wǔ			足	7	zú	foot		6815.1	RMOTQ	口/龰/舞	
躍	21画	足 + 14	yuè, tì	joek3, joek6, tik1	skip, jump, frolic 	足	7	zú	foot	跃	6711.4	RMSMG	口/龰/习/习/隹	
躎	21画	足 + 14	niǎn			足	7	zú	foot	䟢	6112.7	RMMFB	口/龰/爾	
躏	21画	足 + 14	lìn	leon6	trample down, oppress, overrun 	足	7	zú	foot	躪	6412	RMTLG	口/龰/艹/門/隹	
躐	22画	足 + 15	liè	lip6	to stride over; to step across 	足	7	zú	foot		6211.6	RMVVV	口/龰/巤	
躑	21画	足 + 15	zhí	zaak6	waver, hesitate, be irresolute 	足	7	zú	foot	踯	6712.7	RMTKL	口/龰/丷/一/儿/口/一/大/阝	
躒	22画	足 + 15	lì, luò, yuè	lik1, lok3	walk, move 	足	7	zú	foot	跞	6219.4	RMVID	口/龰/幺白幺/木	
躓	22画	足 + 15	zhì, zhī	zi3	stumble, totter; fail, be frustrated 	足	7	zú	foot	踬	6218.6	RMHLC	口/龰/斤/目/八	
躔	22画	足 + 15	chán, zhàn	cin4	follow in, imitate; rut, path 	足	7	zú	foot		6011.4	RMIWG	口/龰/广/田/土/𡉀	
躕	22画	足 + 15	chú	cyu4	hesitate, waver, falter 	足	7	zú	foot	蹰	6114.0	RMIGI	口/龰/广/十/豆/寸	
躖	22画	足 + 15	duàn			足	7	zú	foot		6217.0	RMVIM	口/龰/𢇍	
躗	22画	足 + 16	wèi	wai6	exaggerate 	足	7	zú	foot		2180.1	HNRYO	彳/一/冂/丨/口/龰	
躘	23画	足 + 16	lóng	lung4	to walk 	足	7	zú	foot	𨀁	6111.1	RMYBP	口/龰/龍	
躙	23画	足 + 16	lìn		trample down, oppress, overrun 	足	7	zú	foot		6712.0	RMANG	口/龰/門/隹	
躚	22画	足 + 16	xiān	sin1	wander about, walk around; revolve 	足	7	zú	foot	跹	6113.1	RMYMU	口/龰/辶	
躛	23画	足 + 16	wèi		exaggerate 	足	7	zú	foot			XHNRY	彳/一/冂/丨/口/龰	
躜	23画	足 + 16	zuān	zyun2	to jump 	足	7	zú	foot	躦	6418	RMHUO	口/龰/旡/冂/人	
躝	24画	足 + 17	lán	laan1, laan4	to pass; to step over; to creep; to twine round 	足	7	zú	foot	𨅬	6712.0	RMANW	口/龰/門/柬	
躞	24画	足 + 17	xiè	sip3, sit3	to walk 	足	7	zú	foot		6014.7	RMFFE	口/龰/火言火/又	
躟	24画	足 + 17	ráng	joeng4		足	7	zú	foot		6013.2	RMYRV	口/龰/衣	
躠	23画	足 + 17	xiě, sǎ, xiè	sit3	to limp 	足	7	zú	foot		4480.1	THJO	艹/口/龰	
躡	25画	足 + 18	niè	nip6	tread, step on; follow, track 	足	7	zú	foot	蹑	6114.1	RMSJJ	口/龰/耳聶→/耳/聶→	
躢	25画	足 + 18	tà			足	7	zú	foot			RMANM	口/龰/門/习/习/冂/二	
躣	25画	足 + 18	qú	keoi4		足	7	zú	foot		6611.4	RMBUG	口/龰/目/隹	
躤	24画	足 + 18	jiè, jí	zik6		足	7	zú	foot		6416.1	RMTQA	口/龰/艹/木/一/丿/龷/日	
躥	25画	足 + 18	cuān	cyun1	leap; to jump; to spurt out 	足	7	zú	foot	蹿	6311.7	RMJCV	口/龰/宀/八/鼠	
躦	26画	足 + 19	zuān, cuó	zyun1, zyun2	to jump 	足	7	zú	foot	躜	6418.6	RMHUC	口/龰/牛/儿/目/八	
躧	26画	足 + 19	xǐ	saai2	sandal 	足	7	zú	foot	𰸐		RMMMP	口/龰/一/卪卪/鹿	
躩	27画	足 + 20	jué	fok3	take quick, short steps 	足	7	zú	foot		6614.7	RMBUE	口/龰/目/隹/又	
躪	26画	足 + 20	lìn	leon6	trample down, oppress, overrun 	足	7	zú	foot	躏	6712.0	RMTAG	口/龰/艹/門/隹	
躨	28画	足 + 21	kuí			足	7	zú	foot		6814.7	RMTCE	口/龰/丷/夒	
身	7画	身 + 0	shēn, yuán, juān	gyun1, san1	body; trunk, hull; rad. no. 158 	身	7	shēn	body		2740.0	HXH		谢,射,謝,躺,躲,榭,窮,躬,躯,軀,躾,麝,躰,軆,裑,躱,銵,軁,軂,躴,躶,躽,躹,鯓,躻,躵,躼,躿,躳,軅,躸,躷,藭,躮,竆,竧,軄,軃,軈,匑,軉,塮,躭,鵢,匔,軇
躬	10画	身 + 3	gōng	gung1	body; personally, in person 	身	7	shēn	body		2722.7	HHN	身/弓	窮,藭,匑
躭	11画	身 + 4	dān	daam1	to delay; to loiter; to hinder 	身	7	shēn	body			HHLBU	身/冖/儿	
躮	11画	身 + 4				身	7	shēn	body			HHCSH	身/八/刀	
躯	11画	身 + 4	qū	keoi1	body 	身	7	shēn	body	軀	2121.6 2141.6	HHSK	身/匚/乂	
躰	12画	身 + 5	tǐ	tai2	body; group, class, body, unit 	身	7	shēn	body		2523.0	HHDM	身/木/一	
躱	13画	身 + 6	duǒ	do2	hide 	身	7	shēn	body		2729.4	HHNSD	身/乃/木	
躲	13画	身 + 6	duǒ	do2	hide, secrete; avoid, escape 	身	7	shēn	body		2729.4	HHHND	身/几/木	
躳	13画	身 + 7	gōng	gung1	body; self 	身	7	shēn	body			HHRR	身/口/口	竆,匔
躴	14画	身 + 7	láng		tall 	身	7	shēn	body			HHIAV	身/丶/艮	
躵	14画	身 + 7				身	7	shēn	body			HHSIP	身/刀/丶/心	
躶	15画	身 + 8	luǒ	lo2	bare, nude; undress, strip 	身	7	shēn	body			HHWD	身/田/木	
躷	15画	身 + 8	ǎi	ai2, ngai2	of short stature, low in height 	身	7	shēn	body			HHHDV	身/丿/木/女	
躸	15画	身 + 8	jī			身	7	shēn	body			HHKMR	身/大/口/一/亅	
躹	15画	身 + 8	jú	guk1		身	7	shēn	body			HHPFD	身/勹/木/丷	
躺	15画	身 + 8	tǎng	tong2	lie down, recline 	身	7	shēn	body		2942.7	HHFBR	身/小/冂/囗	
躻	15画	身 + 8				身	7	shēn	body			HHJCM	身/宀/八/工	
躼	15画	身 + 8	lou6			身	7	shēn	body			HHSMV	身/長	
躽	16画	身 + 9	yǎn	jin2, zin2	(Cant.) 躽胸凸肚, to push out one's chest and belly 	身	7	shēn	body		2121.4	HHSAV	身/匚/日/女	
躾	16画	身 + 9			to discipline, train, bring up; discipline, training 	身	7	shēn	body		2823.4	HHTGK	身/羊/羊/大	
躿	18画	身 + 10	kāng		tall 	身	7	shēn	body			HHILE	身/广/隶	
軀	18画	身 + 11	qū	keoi1	body 	身	7	shēn	body	躯	2121.6	HHSRR	身/匚/口品→/口/品→	
軁	18画	身 + 11	lóu			身	7	shēn	body			HHLLV	身/女	
軂	19画	身 + 12	lào			身	7	shēn	body	𬧤	2922.7	HHFFS	身/火/火/力	
軃	19画	身 + 12	tuǒ, duǒ	do2, to5		身	7	shēn	body	𰹀		HHRRJ	身/口/甲一	
軄	19画	身 + 12	zhí	zik1	to govern, to oversee, to manage, to direct official duty, office 	身	7	shēn	body			HHYIA	身/立/日/弋/丿	
軅	19画	身 + 12				身	7	shēn	body		2121.4	HHMOG	身/厂/隹	
軆	20画	身 + 13	tǐ		body; group, class, body, unit 	身	7	shēn	body		2521.8	HHTWT	身/曲/豆	
軇	21画	身 + 14	dào			身	7	shēn	body	𮜶		HHGNI	身/士乙工/口/寸	
軈	24画	身 + 17			soon after, soon; almost; no more than; after all 	身	7	shēn	body		2023.1	HHIOP	身/广/亻/隹/心	
軉	27画	身 + 20	yù			身	7	shēn	body	𨉗	2348.6	HHJMC	身/宀/王/缶/目/八	
車	7画	車 + 0	chē, jū	ce1, geoi1	cart, vehicle; carry in cart 	車	7	chē	cart	车	5000.6	JWJ		轉,連,庫,運,較,輪,軟,軍,輕,鏈,載,軒,乾,輝,陣,輯,蓮,軸,軽,輸,転,擊,暫,輔,撃,輛,轟,漸,範,揮,斬,輩,繫,暈,褲,軌,轄,暉,輜,漣,轎,軋,軼,轍,繋,轅,渾,縺,轣,輒,璉,厙,輻,塹,葷,儎,鍕,閳,輟,鶤,輾,軻,輦,褌,慚,嶄,煇,輥,軔,軛,輓,軫,轂,轆,軾,墘,琿,囀,轢,翴,硨,轤,槤,輳,攆,輌,輞,輅,軞,軗,輁,轀,輂,軳,輹,喗,輎,鏨,輲,輵
軋	8画	車 + 1	yà, gá, zhá	gaat3, zaat3	crush by weight; grind 	車	7	chē	cart	轧	5201.0	JJU	車/乚	錷
軌	9画	車 + 2	guǐ	gwai2	track, rut, path 	車	7	chē	cart	轨	5401.7	JJKN	車/九	匭
軍	9画	車 + 2	jūn	gwan1	army, military; soldiers, troops 	車	7	chē	cart	军	3750.6	BJWJ	冖/車	運,輝,揮,暉,渾,鍕,鶤,褌,煇,琿,喗,諢,緷,璭,鄆,惲,腪,睴,堚,皸,鯶,韗,皹,禈,楎,瘒,齳,顐,鼲,賱,媈,餫
軎	10画	車 + 3	wèi	wai6	a brass parts for a cart in ancient China 	車	7	chē	cart	𰹲	5060	JJR	車/口	毄
軏	10画	車 + 3	yuè	jyut6	cross-bar at the end of the poles of a cart 	車	7	chē	cart	𫐄	5101.0	JJMU	車/一/儿	
軐	10画	車 + 3	xìn, xiàn			車	7	chē	cart			JJNJ	車/乁/十	
軑	10画	車 + 3	dì, dài	daai6		車	7	chē	cart	轪	5403.0	JJK	車/大	
軒	10画	車 + 3	xuān, xiǎn, xiàn, hǎn, jiān	hin1	carriage; high; wide; balcony; surname of the Yellow Emperor 	車	7	chē	cart	轩	5104.0	JJMJ	車/一/十	搟,蓒
軓	10画	車 + 3	fàn	faan4		車	7	chē	cart	𰹴	5701.0	JJHNI	車/几/丶	
軔	10画	車 + 3	rèn	jan6	a block that keeps a wheel from moving 	車	7	chē	cart	轫	5702.0	JJSHI	車/刀/丶	
軕	10画	車 + 3	shān			車	7	chē	cart	𫐅		XXJJU	車/山	
軖	11画	車 + 4	qiáng			車	7	chē	cart	𰹶		JJMG	車/王	
軗	11画	車 + 4	shū	syu4		車	7	chē	cart	𨐅	5704.7	JJHNE	車/几/又	撃,繋
軘	11画	車 + 4	tún	tyun4	war car 	車	7	chē	cart	𰹸	5501.7	JJPU	車/屯	
軙	11画	車 + 4	chén, qí		a Chinese family name to arrange; to display wheel 	車	7	chē	cart			JJYE	車/卜/又	
軚	11画	車 + 4	dài	taai3, taai5	(Cant.) a steering wheel 	車	7	chē	cart			JJKI	車/大/丶	
軛	11画	車 + 4	è	aak1, ngaak1	yoke, collar; to restrain 	車	7	chē	cart	轭	5101.2	JJMSU	車/厂/㔾	
軜	11画	車 + 4	nà	naap6	reins 	車	7	chē	cart	𫐇	5402.7	JJOB	車/冂/入	
軝	11画	車 + 4	qí	kei4	axle-tip 	車	7	chē	cart	𬨂	5204.0	JJHVP	車/氏	
軞	11画	車 + 4	máo			車	7	chē	cart	𬨁	5201.4	JJHQU	車/毛	
軟	11画	車 + 4	ruǎn	jyun5	soft, flexible, pliable; weak 	車	7	chē	cart	软	5708.2	JJNO	車/欠	簐
軠	11画	車 + 4	rèn			車	7	chē	cart		5201.4	JJHG	車/王	
軡	11画	車 + 4	fǎn			車	7	chē	cart		5802.7	JJOIN	車/人/一/㇇	
転	11画	車 + 4	zhuǎn	zyun2, zyun3	shift, move, turn 	車	7	chē	cart		5103.1	JJMMI	車/二/厶	
軣	11画	車 + 4	hōng		rumble, explosion, blast 	車	7	chē	cart		5013.2	JJIMO		
軤	12画	車 + 5	hū	fu1	surname 	車	7	chē	cart	轷		JJHFD	車/乎	
軥	12画	車 + 5	qú, gōu, jū	keoi4	yoke 	車	7	chē	cart	𰺁	5702.0	JJPR	車/勹/口	
軦	12画	車 + 5	huàng			車	7	chē	cart		5601.0	JJRHU	車/口/儿	
軧	12画	車 + 5	dǐ	dai2		車	7	chē	cart	𰺀	5204.0	JJHPM	車/氏/丶	
軨	12画	車 + 5	líng	ling4	wooden cross-piece on front inside of carriage box 	車	7	chē	cart	𫐉	5803.7	JJOII	車/人/一/龴	
軩	12画	車 + 5	dài			車	7	chē	cart		5306.0	JJIR	車/厶/口	
軪	12画	車 + 5	āo			車	7	chē	cart			JJVIS	車/幺/力	
軫	12画	車 + 5	zhěn	zan2	cross board at rear of carriage 	車	7	chē	cart	轸	5802.2	JJOHH	車/人/彡	
軬	12画	車 + 5	fàn, bèn	faan4, faan6		車	7	chē	cart	𫐊	2350.6	IKJWJ		撪
軮	12画	車 + 5	ǎng, yǎng	ong3		車	7	chē	cart	𬨄	5503.0	JJLBK	車/冂/大	
軯	12画	車 + 5	pēng	paang1		車	7	chē	cart	𰹽	5104.9	JJMFJ	車/一/十/丷	
軰	12画	車 + 5	bèi	bui3	a row of carriages; a generation; a class, a series a kind; denotes the plural 	車	7	chē	cart			LPJWJ	爿?/匕/車	
軱	12画	車 + 5	gū	gu1		車	7	chē	cart	𮝴	5203.0	JJHVO	車/瓜	
軲	12画	車 + 5	gū	ku1	a wheel; to revolve 	車	7	chē	cart	轱		JJJR	車/十/口	
軳	12画	車 + 5	páo			車	7	chē	cart	𰺂		JJPRU	車/勹/巳	
軴	12画	車 + 5	zhù			車	7	chē	cart		5001.4	JJYG	車/丶/王	
軵	12画	車 + 5	rǒng, fǔ	fu2, jung5		車	7	chē	cart	𰹿	5400.0	JJODI	車/亻/寸	
軶	12画	車 + 5	è	aak1, ngaak1		車	7	chē	cart		5101.7	JJHSN	車/丶/尸/乙	
軷	12画	車 + 5	bá	bat6, but6	sacrifice 	車	7	chē	cart	𫐈	5304.7	JJIKK	車/大/丶/丿	
軸	12画	車 + 5	zhóu, zhú, zhòu	zuk6	axle, axletree; pivot; axis 	車	7	chē	cart	轴	5506.0	JJLW	車/曰/丨	
軹	12画	車 + 5	zhǐ	zi2	end of axle; divergent 	車	7	chē	cart	轵	5608.0	JJRC	車/口/八	
軺	12画	車 + 5	yáo, diāo	jiu4	small light carriage 	車	7	chē	cart	轺	5706.2	JJSHR	車/刀/口	
軻	12画	車 + 5	kē	o1	axle; personal name of Mencius 	車	7	chē	cart	轲	5102.0	JJMNR	車/口/一/亅	
軼	12画	車 + 5	yì, dié, zhé	dit6, jat6	rush forth; surpass, excel 	車	7	chē	cart	轶	5503.0	JJHQO	車/丿/一/大	
軽	12画	車 + 5	qīng		light; easy, simple; gentle 	車	7	chē	cart		5701.4	JJEG	車/又/土	
龫	12画	車 + 5	gon3			車	7	chē	cart			JJOMJ		
軭	13画	車 + 6	kuāng	waang1	(Cant.) to spoil, ruin 	車	7	chē	cart			JJSMG	車/匚/王	
軾	13画	車 + 6	shì	sik1	horizontal wooden bar in front of a sedan chair 	車	7	chē	cart	轼	5304.0	JJIPM	車/弋/工	
軿	13画	車 + 6	píng, pēng	ping4	curtained carriage used by women 	車	7	chē	cart	𫐌	5804.1	JJTT	車/丷/一/廾	
輀	13画	車 + 6	ér	ji4	hearse 	車	7	chē	cart	𮝵	5102.7	JJMBL	車/而	
輁	13画	車 + 6	qióng, gǒng	gung2		車	7	chē	cart	𰺄	5408.1	JJTC	車/廿/廾	
